kmeans_labels,Driver,LapNumber,Team,LapTime_Sec,Position,Compound,S1_Delta,S2_Delta,S3_Delta,TyreLife,TrackTemp,SpeedST,Compound_Num,pca_x,pca_y
3,PIA,10.0,McLaren,75.117,1.0,MEDIUM,0.8289999999999971,1.4329999999999998,0.8669999999999973,10.0,27.8,292.0,2,-1.1088901371228697,-0.8919529003049852
3,NOR,10.0,McLaren,74.777,2.0,MEDIUM,0.6179999999999986,1.3610000000000007,0.8099999999999987,10.0,27.8,289.0,2,-1.5111528813582868,-0.9064939503314644
1,VER,10.0,Red Bull Racing,75.8,3.0,SOFT,1.0700000000000003,1.722999999999999,1.0189999999999984,10.0,27.8,290.0,1,-0.4816391927996342,-1.8441768044641198
1,HAD,10.0,Racing Bulls,76.075,4.0,MEDIUM,1.029,2.1020000000000003,0.9559999999999995,10.0,27.8,292.0,2,0.042200357572376855,-1.0190972468793424
1,LEC,10.0,Ferrari,75.546,5.0,MEDIUM,1.0839999999999996,1.6050000000000004,0.8689999999999998,10.0,27.8,299.0,2,-0.5628023652978379,-0.73611433618252
1,RUS,10.0,Mercedes,76.096,6.0,MEDIUM,1.100999999999999,1.8260000000000005,1.1809999999999974,10.0,27.8,305.0,2,-0.04139650264677741,-0.4857712094051578
1,HAM,10.0,Ferrari,76.114,7.0,MEDIUM,1.288999999999998,1.8539999999999992,0.982999999999997,10.0,27.8,295.0,2,0.08835613194632574,-1.0206390747256608
1,LAW,10.0,Racing Bulls,76.353,8.0,MEDIUM,1.3439999999999976,1.9839999999999982,1.036999999999999,10.0,27.8,297.0,2,0.3599131914932685,-0.9674147552552008
1,SAI,10.0,Williams,76.185,9.0,MEDIUM,1.1950000000000003,1.907,1.0949999999999989,10.0,27.8,296.0,2,0.113771122102647,-0.9254628508727033
1,ALB,10.0,Williams,76.635,10.0,MEDIUM,1.195999999999998,2.3260000000000005,1.125,10.0,27.8,297.0,2,0.6575827534519677,-0.8970001005366665
1,TSU,10.0,Red Bull Racing,76.791,11.0,SOFT,1.2349999999999994,2.280000000000001,1.2879999999999967,10.0,27.8,303.0,1,0.6204281948596714,-1.388206473875626
1,ANT,10.0,Mercedes,76.693,12.0,MEDIUM,1.514999999999997,2.1110000000000007,1.078999999999997,10.0,27.8,315.0,2,0.7768126929008881,-0.2950151126212049
1,ALO,10.0,Aston Martin,76.843,13.0,MEDIUM,1.352999999999998,2.311,1.190999999999999,10.0,27.8,320.0,2,0.899874937070797,0.0017530957618407212
1,COL,10.0,Alpine,76.981,14.0,SOFT,1.4989999999999988,2.1930000000000014,1.3009999999999984,10.0,27.8,311.0,1,0.8645837581220976,-1.185077836162742
1,GAS,10.0,Alpine,77.026,15.0,MEDIUM,1.3639999999999972,2.350999999999999,1.3229999999999968,10.0,27.8,308.0,2,1.0508706690604561,-0.5117862232906031
1,HUL,10.0,Kick Sauber,77.065,16.0,SOFT,1.7639999999999993,2.061,1.251999999999999,10.0,27.8,306.0,1,1.0028971139021254,-1.5369738326719957
0,OCO,10.0,Haas F1 Team,77.072,17.0,HARD,1.5429999999999993,2.2510000000000012,1.2899999999999991,10.0,27.8,304.0,3,1.2796885670953642,-0.04200541046362742
1,BOR,10.0,Kick Sauber,77.333,18.0,MEDIUM,1.5429999999999993,2.4209999999999994,1.3809999999999967,10.0,27.8,315.0,2,1.4125148560485123,-0.3096356015553641
0,BEA,10.0,Haas F1 Team,76.73,19.0,HARD,1.2289999999999992,2.193999999999999,1.318999999999999,10.0,27.8,307.0,3,0.8283557709291294,0.25679532491591694
3,STR,10.0,Aston Martin,75.242,20.0,HARD,1.1229999999999976,1.032,1.0990000000000002,2.0,27.7,302.0,3,-0.9709521043584973,-0.3836622693261939
3,PIA,11.0,McLaren,74.901,1.0,MEDIUM,0.7479999999999976,1.3949999999999996,0.7699999999999996,11.0,27.7,293.0,2,-1.29195593715692,-0.7381458838158357
3,NOR,11.0,McLaren,74.708,2.0,MEDIUM,0.593,1.3150000000000013,0.8119999999999976,11.0,27.7,293.0,2,-1.5603395113091532,-0.6508782901729203
1,VER,11.0,Red Bull Racing,75.927,3.0,SOFT,0.9849999999999994,1.9179999999999993,1.0359999999999978,11.0,27.7,294.0,1,-0.2976537890177377,-1.5643791427348588
1,HAD,11.0,Racing Bulls,75.877,4.0,MEDIUM,0.9209999999999994,1.9609999999999985,1.006999999999998,11.0,27.7,292.0,2,-0.19888526252537464,-0.8843207743481649
1,LEC,11.0,Ferrari,75.772,5.0,MEDIUM,1.2679999999999971,1.722999999999999,0.7929999999999993,11.0,27.7,306.0,2,-0.19388675104160136,-0.47314465268982303
1,RUS,11.0,Mercedes,76.198,6.0,MEDIUM,0.9909999999999997,2.058,1.1609999999999978,11.0,27.7,305.0,2,0.12800945510937076,-0.3656687735377809
1,HAM,11.0,Ferrari,76.558,7.0,MEDIUM,1.4100000000000001,1.972999999999999,1.1869999999999976,11.0,27.7,298.0,2,0.5744444458645221,-0.8839774178411195
1,LAW,11.0,Racing Bulls,76.296,8.0,MEDIUM,1.2629999999999981,1.9329999999999998,1.1119999999999983,11.0,27.7,295.0,2,0.2812478717236515,-0.9345397797786433
1,SAI,11.0,Williams,76.462,9.0,MEDIUM,1.2489999999999988,2.0519999999999996,1.1729999999999983,11.0,27.7,293.0,2,0.4534035699298374,-1.0141556120953477
1,ALB,11.0,Williams,76.61,10.0,MEDIUM,1.1340000000000003,2.3939999999999984,1.0939999999999976,11.0,27.7,299.0,2,0.6780502634083485,-0.712023352579444
1,TSU,11.0,Red Bull Racing,76.809,11.0,SOFT,1.3319999999999972,2.254999999999999,1.2339999999999982,11.0,27.7,307.0,1,0.7140346367240878,-1.2006588577379755
1,ANT,11.0,Mercedes,76.993,12.0,MEDIUM,1.7910000000000004,2.1679999999999993,1.0459999999999994,11.0,27.7,290.0,2,1.2008715595269703,-1.4406115316604635
1,ALO,11.0,Aston Martin,76.794,13.0,MEDIUM,1.311,2.347999999999999,1.1469999999999985,11.0,27.7,314.0,2,0.8938343984520543,-0.16413818894745938
1,COL,11.0,Alpine,76.82,14.0,SOFT,1.4329999999999998,2.3150000000000013,1.0839999999999996,11.0,27.7,306.0,1,0.8110169636168193,-1.3049620809469
1,GAS,11.0,Alpine,77.012,15.0,MEDIUM,1.386999999999997,2.2399999999999984,1.3969999999999985,11.0,27.7,310.0,2,1.0325361631994512,-0.3620721323142459
1,HUL,11.0,Kick Sauber,77.148,16.0,SOFT,1.4789999999999992,2.3359999999999985,1.3449999999999989,11.0,27.7,304.0,1,1.0804547080240066,-1.4057790622790334
0,OCO,11.0,Haas F1 Team,77.171,17.0,HARD,1.5229999999999997,2.3949999999999996,1.264999999999997,11.0,27.7,315.0,3,1.4576851053755917,0.5014376527168588
1,BOR,11.0,Kick Sauber,77.581,18.0,MEDIUM,1.602999999999998,2.5139999999999993,1.475999999999999,11.0,27.7,303.0,2,1.7023511444534494,-0.7824519516995058
0,BEA,11.0,Haas F1 Team,77.227,19.0,HARD,1.4659999999999975,2.434000000000001,1.3389999999999986,11.0,27.7,306.0,3,1.4806588920053465,0.1499322857445505
0,STR,11.0,Aston Martin,75.716,20.0,HARD,1.154,1.375,1.198999999999998,3.0,27.7,301.0,3,-0.4237151590779308,-0.3859459749039154
3,PIA,12.0,McLaren,75.25,1.0,MEDIUM,0.8129999999999988,1.5309999999999988,0.9179999999999993,12.0,27.7,292.0,2,-0.9242294138756151,-0.7495557240087314
3,NOR,12.0,McLaren,74.945,2.0,MEDIUM,0.6679999999999993,1.3900000000000006,0.8989999999999974,12.0,27.7,294.0,2,-1.2978266071048843,-0.5825701905867404
1,VER,12.0,Red Bull Racing,76.08,3.0,SOFT,1.0079999999999991,1.9720000000000013,1.1119999999999983,12.0,27.7,294.0,1,-0.13630094874657295,-1.5105303358209292
1,HAD,12.0,Racing Bulls,76.066,4.0,MEDIUM,0.8889999999999993,2.09,1.0990000000000002,12.0,27.7,296.0,2,-0.0013120934661491768,-0.6327079975589825
1,LEC,12.0,Ferrari,76.15,5.0,MEDIUM,1.279,1.9319999999999986,0.950999999999997,12.0,27.7,316.0,2,0.2084473975966194,0.010701321494056346
1,RUS,12.0,Mercedes,76.34,6.0,MEDIUM,1.0879999999999974,2.1370000000000005,1.126999999999999,12.0,27.7,305.0,2,0.33719075158721407,-0.35636813837873305
1,HAM,12.0,Ferrari,76.171,7.0,MEDIUM,1.2560000000000002,1.873000000000001,1.0539999999999985,12.0,27.7,297.0,2,0.16835421677331364,-0.7804368736009525
1,LAW,12.0,Racing Bulls,76.527,8.0,MEDIUM,1.3449999999999989,1.9920000000000009,1.2019999999999982,12.0,27.7,297.0,2,0.5355392384378779,-0.8267045548086396
1,SAI,12.0,Williams,76.595,9.0,MEDIUM,1.2369999999999983,2.1189999999999998,1.2509999999999977,12.0,27.7,296.0,2,0.5890894360076768,-0.8141795457201013
1,ALB,12.0,Williams,76.614,10.0,MEDIUM,1.1159999999999997,2.3210000000000015,1.189,12.0,27.7,305.0,2,0.6458011150536036,-0.37549718481862554
1,TSU,12.0,Red Bull Racing,76.967,11.0,SOFT,1.416999999999998,2.312999999999999,1.2489999999999988,12.0,27.7,299.0,1,0.9121397653547729,-1.5231558610520741
1,ANT,12.0,Mercedes,76.887,12.0,MEDIUM,1.482999999999997,2.2139999999999986,1.2019999999999982,12.0,27.7,304.0,2,0.9922653012033258,-0.6101246977180126
0,ALO,12.0,Aston Martin,76.748,13.0,MEDIUM,1.235999999999997,2.155000000000001,1.3689999999999998,12.0,27.7,326.0,2,0.7328929511130978,0.4673966120962627
1,COL,12.0,Alpine,77.067,14.0,SOFT,1.3359999999999985,2.405000000000001,1.3379999999999974,12.0,27.7,305.0,1,0.9891027556539331,-1.2241724786226578
1,GAS,12.0,Alpine,76.931,15.0,MEDIUM,1.25,2.221,1.4719999999999978,12.0,27.7,309.0,2,0.8966886124087644,-0.26272535721590157
1,HUL,12.0,Kick Sauber,77.072,16.0,SOFT,1.436,2.2139999999999986,1.4339999999999975,12.0,27.7,311.0,1,0.9515371670925739,-1.0117880805601234
0,OCO,12.0,Haas F1 Team,77.303,17.0,HARD,1.480999999999998,2.3530000000000015,1.480999999999998,12.0,27.7,313.0,3,1.514740687907869,0.5134376377601214
1,BOR,12.0,Kick Sauber,77.264,18.0,MEDIUM,1.6119999999999983,2.189,1.4749999999999979,12.0,27.7,302.0,2,1.3195295049009503,-0.7532679354221195
0,BEA,12.0,Haas F1 Team,77.113,19.0,HARD,1.4849999999999994,2.3419999999999987,1.2979999999999983,12.0,27.7,315.0,3,1.377281766522544,0.5900668266306771
0,STR,12.0,Aston Martin,75.88,20.0,HARD,1.355999999999998,1.3279999999999994,1.2079999999999984,4.0,27.7,302.0,3,-0.20532345846107405,-0.38417637019108514
3,PIA,13.0,McLaren,75.061,1.0,MEDIUM,0.6419999999999995,1.5100000000000016,0.9209999999999994,13.0,27.4,297.0,2,-1.077024314788983,-0.3642020291974275
3,NOR,13.0,McLaren,74.996,2.0,MEDIUM,0.6179999999999986,1.376999999999999,1.0129999999999981,13.0,27.4,296.0,2,-1.2082631248252775,-0.3858679032344844
1,VER,13.0,Red Bull Racing,76.131,3.0,SOFT,0.9329999999999998,2.0169999999999995,1.1929999999999978,13.0,27.4,294.0,1,-0.03127877752788645,-1.3889177311283043
1,HAD,13.0,Racing Bulls,75.998,4.0,MEDIUM,0.9160000000000004,2.0410000000000004,1.0529999999999973,13.0,27.4,295.0,2,0.026950966641724795,-0.6096683888093567
1,LEC,13.0,Ferrari,76.175,5.0,MEDIUM,1.2739999999999974,1.8359999999999985,1.0769999999999982,13.0,27.4,302.0,2,0.25231181462447505,-0.4948543488987138
0,RUS,13.0,Mercedes,76.228,6.0,MEDIUM,1.1660000000000004,1.904,1.1699999999999982,13.0,27.4,306.0,2,0.26656067470242994,-0.26563368171149215
0,HAM,13.0,Ferrari,76.48,7.0,MEDIUM,1.1559999999999988,1.9989999999999988,1.3369999999999997,13.0,27.4,310.0,2,0.49263929663426065,-0.08701729691966842
1,LAW,13.0,Racing Bulls,76.328,8.0,MEDIUM,1.1559999999999988,1.9029999999999987,1.2809999999999988,13.0,27.4,291.0,2,0.3231006153063481,-0.8950751788967302
1,SAI,13.0,Williams,76.621,9.0,MEDIUM,1.256999999999998,2.068999999999999,1.3069999999999986,13.0,27.4,301.0,2,0.6829046269876801,-0.5279816108573132
0,ALB,13.0,Williams,76.592,10.0,MEDIUM,1.102999999999998,2.311,1.1899999999999977,13.0,27.4,305.0,2,0.7051639918045296,-0.28808858126991466
1,TSU,13.0,Red Bull Racing,76.794,11.0,SOFT,1.2769999999999975,2.2390000000000008,1.2899999999999991,13.0,27.4,308.0,1,0.762448690144122,-0.9807165699654699
0,ANT,13.0,Mercedes,76.828,12.0,MEDIUM,1.5309999999999988,2.1479999999999997,1.1609999999999978,13.0,27.4,309.0,2,1.0331946367718554,-0.3419500861723582
0,ALO,13.0,Aston Martin,77.056,13.0,MEDIUM,1.436,2.216000000000001,1.4159999999999968,13.0,27.4,321.0,2,1.1836224752079822,0.22712545039747523
1,COL,13.0,Alpine,77.233,14.0,SOFT,1.3689999999999998,2.3979999999999997,1.477999999999998,13.0,27.4,299.0,1,1.2066533447563283,-1.4118785243272514
0,GAS,13.0,Alpine,76.775,15.0,MEDIUM,1.2639999999999993,2.1660000000000004,1.3569999999999993,13.0,27.4,306.0,2,0.8506958487723962,-0.3202853198200405
1,HUL,13.0,Kick Sauber,77.465,16.0,SOFT,1.610999999999997,2.2669999999999995,1.5990000000000002,13.0,27.4,303.0,1,1.4424466013358324,-1.361806985522723
0,OCO,13.0,Haas F1 Team,77.376,17.0,HARD,1.5489999999999995,2.2560000000000002,1.5829999999999984,13.0,27.4,295.0,3,1.6317437393433896,-0.2024053034213902
1,BOR,13.0,Kick Sauber,77.284,18.0,MEDIUM,1.511999999999997,2.2929999999999993,1.4909999999999997,13.0,27.4,301.0,2,1.419067419676127,-0.6653742264860083
0,BEA,13.0,Haas F1 Team,77.227,19.0,HARD,1.7579999999999991,2.1849999999999987,1.2959999999999994,13.0,27.4,308.0,3,1.614836726472877,0.2313935551699108
0,STR,13.0,Aston Martin,75.468,20.0,HARD,1.1929999999999978,1.2059999999999995,1.0809999999999995,5.0,27.4,303.0,3,-0.5679296329422819,-0.17478139829154785
3,PIA,14.0,McLaren,75.439,1.0,MEDIUM,0.7889999999999979,1.6089999999999982,1.0529999999999973,14.0,27.3,294.0,2,-0.6368977169038379,-0.49900562204000726
3,NOR,14.0,McLaren,75.068,2.0,MEDIUM,0.6419999999999995,1.4589999999999996,0.9789999999999992,14.0,27.3,293.0,2,-1.0649726809683955,-0.4604730757812653
1,VER,14.0,Red Bull Racing,76.034,3.0,SOFT,0.9489999999999981,2.067,1.0299999999999976,14.0,27.3,296.0,1,-0.02691637852041769,-1.2499370476423781
0,HAD,14.0,Racing Bulls,76.075,4.0,MEDIUM,0.8949999999999996,2.1389999999999993,1.0529999999999973,14.0,27.3,297.0,2,0.15931245577862316,-0.44651823384527883
0,LEC,14.0,Ferrari,76.208,5.0,MEDIUM,1.2989999999999995,1.8820000000000014,1.038999999999998,14.0,27.3,305.0,2,0.3526105927122029,-0.31329617142320143
0,RUS,14.0,Mercedes,76.505,6.0,MEDIUM,1.1499999999999986,2.064,1.3029999999999973,14.0,27.3,301.0,2,0.5730223845447535,-0.40056396419163187
1,HAM,14.0,Ferrari,76.584,7.0,MEDIUM,1.3170000000000002,2.0100000000000016,1.2689999999999984,14.0,27.3,291.0,2,0.6904649384010281,-0.9152160519562159
1,LAW,14.0,Racing Bulls,76.56,8.0,MEDIUM,1.230999999999998,2.0420000000000016,1.2989999999999995,14.0,27.3,288.0,2,0.6395833462458955,-0.9970215492960935
0,SAI,14.0,Williams,76.649,9.0,MEDIUM,1.2639999999999993,2.1789999999999985,1.218,14.0,27.3,298.0,2,0.8001059385745001,-0.5965259448561105
0,ALB,14.0,Williams,76.933,10.0,MEDIUM,1.323999999999998,2.4639999999999986,1.157,14.0,27.3,304.0,2,1.1911787651403318,-0.38531205353422404
1,TSU,14.0,Red Bull Racing,77.013,11.0,SOFT,1.413999999999998,2.346,1.264999999999997,14.0,27.3,303.0,1,1.0870403683743655,-1.2014916496715708
0,ANT,14.0,Mercedes,77.101,12.0,MEDIUM,1.5009999999999977,2.3309999999999995,1.2809999999999988,14.0,27.3,305.0,2,1.3415934589090426,-0.4280877699381796
0,ALO,14.0,Aston Martin,77.013,13.0,MEDIUM,1.4450000000000003,2.4190000000000005,1.1609999999999978,14.0,27.3,324.0,2,1.3043135876121397,0.4036484292841619
1,COL,14.0,Alpine,77.074,14.0,SOFT,1.3729999999999976,2.382999999999999,1.3299999999999983,14.0,27.3,301.0,1,1.1255100034003054,-1.2636388809187762
1,GAS,14.0,Alpine,77.317,15.0,MEDIUM,1.5629999999999988,2.347999999999999,1.4179999999999993,14.0,27.3,297.0,2,1.5351789394222497,-0.797519634189441
1,HUL,14.0,Kick Sauber,77.173,16.0,SOFT,1.7459999999999987,2.137999999999998,1.3009999999999984,14.0,27.3,303.0,1,1.2799969975891268,-1.3704004358240676
0,OCO,14.0,Haas F1 Team,77.365,17.0,HARD,1.6679999999999993,2.3520000000000003,1.3569999999999993,14.0,27.3,298.0,3,1.7811712382307512,-0.0798729491760654
0,BOR,14.0,Kick Sauber,77.338,18.0,MEDIUM,1.5030000000000001,2.4589999999999996,1.3879999999999981,14.0,27.3,299.0,2,1.575936918492759,-0.6852526227423748
0,BEA,14.0,Haas F1 Team,77.405,19.0,HARD,1.5559999999999974,2.5219999999999985,1.3389999999999986,14.0,27.3,318.0,3,1.8469792020026456,0.8253261876840784
0,STR,14.0,Aston Martin,75.652,20.0,HARD,1.1139999999999972,1.3840000000000003,1.1659999999999968,6.0,27.3,306.0,3,-0.3496094124138768,0.06233871977614443
3,PIA,15.0,McLaren,75.349,1.0,MEDIUM,0.8189999999999991,1.5620000000000012,0.9799999999999969,15.0,27.3,295.0,2,-0.6973862495935493,-0.40830247280122184
3,NOR,15.0,McLaren,75.166,2.0,MEDIUM,0.6499999999999986,1.5470000000000006,0.9809999999999981,15.0,27.3,300.0,2,-0.9293344329707038,-0.1043712918055569
1,VER,15.0,Red Bull Racing,76.41,3.0,SOFT,1.0169999999999995,2.1260000000000012,1.279,15.0,27.3,293.0,1,0.31963500321987665,-1.341681362633897
0,HAD,15.0,Racing Bulls,76.435,4.0,MEDIUM,0.9639999999999986,2.3069999999999986,1.1759999999999984,15.0,27.3,296.0,2,0.5541714463579503,-0.4621218246645285
0,LEC,15.0,Ferrari,76.533,5.0,MEDIUM,1.1980000000000004,2.2139999999999986,1.1329999999999991,15.0,27.3,297.0,2,0.7087502253565313,-0.5430027324146199
0,RUS,15.0,Mercedes,76.173,6.0,MEDIUM,1.070999999999998,1.9959999999999987,1.1179999999999986,15.0,27.3,306.0,2,0.2692531838433073,-0.08461056050646197
0,HAM,15.0,Ferrari,76.371,7.0,MEDIUM,1.1899999999999977,1.9699999999999989,1.222999999999999,15.0,27.3,298.0,2,0.45978161351498165,-0.484207086854718
0,LAW,15.0,Racing Bulls,76.764,8.0,MEDIUM,1.3009999999999984,2.071999999999999,1.4029999999999987,15.0,27.3,298.0,2,0.8567965948994223,-0.5404521383581159
0,SAI,15.0,Williams,76.728,9.0,MEDIUM,1.222999999999999,2.1799999999999997,1.3369999999999997,15.0,27.3,297.0,2,0.8435093801320247,-0.5475847386742492
0,ALB,15.0,Williams,76.756,10.0,MEDIUM,1.110999999999997,2.346,1.311,15.0,27.3,303.0,2,0.89095702539945,-0.23890241457417652
1,TSU,15.0,Red Bull Racing,76.974,11.0,SOFT,1.3269999999999982,2.2429999999999986,1.4159999999999968,15.0,27.3,302.0,1,0.9649430654584306,-1.1231056074302503
0,ANT,15.0,Mercedes,76.983,12.0,MEDIUM,1.381999999999998,2.2300000000000004,1.3829999999999991,15.0,27.3,305.0,2,1.1466719060532964,-0.2918852147266146
0,ALO,15.0,Aston Martin,76.838,13.0,MEDIUM,1.230999999999998,2.3709999999999987,1.2479999999999976,15.0,27.3,318.0,2,1.0394379923670025,0.3326546919828306
1,COL,15.0,Alpine,77.149,14.0,SOFT,1.4009999999999998,2.2250000000000014,1.5350000000000001,15.0,27.3,298.0,1,1.1198410616610377,-1.3280074328550182
0,GAS,15.0,Alpine,77.013,15.0,MEDIUM,1.4160000000000004,2.314,1.2949999999999982,15.0,27.3,303.0,2,1.231039120804128,-0.4014887860327688
1,HUL,15.0,Kick Sauber,77.26,16.0,SOFT,1.5429999999999993,2.2540000000000013,1.4749999999999979,15.0,27.3,303.0,1,1.2981386723469592,-1.1942158646479528
0,OCO,15.0,Haas F1 Team,77.539,17.0,HARD,1.5839999999999996,2.341000000000001,1.6259999999999977,15.0,27.3,300.0,3,1.862734465267727,0.1258612864286159
0,BOR,15.0,Kick Sauber,77.365,18.0,MEDIUM,1.4799999999999969,2.5060000000000002,1.3909999999999982,15.0,27.3,299.0,2,1.6177220162013897,-0.609274475057665
0,BEA,15.0,Haas F1 Team,77.345,19.0,HARD,1.671999999999997,2.2989999999999995,1.3859999999999992,15.0,27.3,312.0,3,1.7595038287209004,0.5825051329123689
0,STR,15.0,Aston Martin,75.952,20.0,HARD,1.131999999999998,1.6080000000000005,1.2240000000000002,7.0,27.3,306.0,3,0.0037888249074014826,0.1122206741100686
3,PIA,16.0,McLaren,75.214,1.0,MEDIUM,0.7569999999999979,1.480999999999998,0.9879999999999995,16.0,27.3,296.0,2,-0.8605794969886666,-0.264188132281376
3,NOR,16.0,McLaren,75.226,2.0,MEDIUM,0.7199999999999989,1.5519999999999996,0.9659999999999975,16.0,27.1,297.0,2,-0.7835570703596866,-0.19521535029507356
1,VER,16.0,Red Bull Racing,76.197,3.0,SOFT,1.0179999999999971,1.9920000000000009,1.198999999999998,16.0,27.1,294.0,1,0.16020120320940093,-1.2227732370892208
0,HAD,16.0,Racing Bulls,76.267,4.0,MEDIUM,0.9439999999999991,2.2540000000000013,1.0809999999999995,16.0,27.1,300.0,2,0.459448654490964,-0.2075948213091669
0,LEC,16.0,Ferrari,76.742,5.0,MEDIUM,1.2069999999999972,2.2059999999999995,1.3409999999999975,16.0,27.1,305.0,2,0.9246264668569645,-0.12389791894533779
0,RUS,16.0,Mercedes,76.167,6.0,MEDIUM,1.0849999999999973,1.9909999999999997,1.102999999999998,16.0,27.1,306.0,2,0.3324259241614092,-0.01736314571347296
0,HAM,16.0,Ferrari,76.125,7.0,MEDIUM,1.1340000000000003,1.7910000000000004,1.2119999999999997,16.0,27.1,300.0,2,0.22089199586880892,-0.28806909431758093
0,LAW,16.0,Racing Bulls,76.879,8.0,MEDIUM,1.3569999999999993,2.1670000000000016,1.3669999999999973,16.0,27.1,288.0,2,1.0776802293112215,-0.9259314600722356
0,SAI,16.0,Williams,76.72,9.0,MEDIUM,1.1479999999999997,2.219999999999999,1.3639999999999972,16.0,27.1,300.0,2,0.8799352338058091,-0.3049656627577977
0,ALB,16.0,Williams,76.553,10.0,MEDIUM,1.097999999999999,2.2959999999999994,1.1709999999999994,16.0,27.1,308.0,2,0.7775187493242358,0.05269759075922763
1,TSU,16.0,Red Bull Racing,77.358,11.0,SOFT,1.4649999999999999,2.4250000000000007,1.4799999999999969,16.0,27.1,301.0,1,1.4751184804557225,-1.1683979071751014
0,ANT,16.0,Mercedes,77.224,12.0,MEDIUM,1.468,2.414999999999999,1.352999999999998,16.0,27.1,303.0,2,1.5265389876284172,-0.3555694155840345
0,ALO,16.0,Aston Martin,77.318,13.0,MEDIUM,1.4109999999999978,2.495000000000001,1.4239999999999995,16.0,27.1,315.0,2,1.6098879379901159,0.18591277706971848
1,COL,16.0,Alpine,78.751,15.0,SOFT,2.8439999999999976,2.439,1.4799999999999969,16.0,27.1,260.0,1,3.2387504433250305,-3.6528633453523542
0,GAS,16.0,Alpine,77.252,14.0,MEDIUM,1.5,2.178000000000001,1.5859999999999985,16.0,27.1,292.0,2,1.4325721224730426,-0.8242538398578685
1,HUL,16.0,Kick Sauber,77.644,16.0,SOFT,1.7099999999999973,2.4190000000000005,1.5269999999999975,16.0,27.1,299.0,1,1.81420950833395,-1.3826583698834274
0,OCO,16.0,Haas F1 Team,77.559,17.0,HARD,1.7049999999999983,2.3019999999999996,1.564,16.0,27.1,297.0,3,1.9858586263708191,0.007538127799219212
0,BOR,16.0,Kick Sauber,77.7,18.0,MEDIUM,1.5849999999999973,2.6000000000000014,1.5269999999999975,16.0,27.1,299.0,2,2.027923941955865,-0.588550222361242
0,BEA,16.0,Haas F1 Team,77.354,19.0,HARD,1.605999999999998,2.471,1.288999999999998,16.0,27.1,311.0,3,1.8811977489650005,0.6406705044620107
0,STR,16.0,Aston Martin,76.201,20.0,HARD,1.375,1.6379999999999981,1.1999999999999993,8.0,27.1,307.0,3,0.3983411100283791,0.09803116787999895
0,PIA,17.0,McLaren,75.53,1.0,MEDIUM,0.8829999999999991,1.6580000000000013,1.0009999999999977,17.0,27.1,293.0,2,-0.409345606153367,-0.38997987920240756
0,NOR,17.0,McLaren,75.474,2.0,MEDIUM,0.8879999999999981,1.5569999999999986,1.0409999999999968,17.0,27.1,298.0,2,-0.49726621121856596,-0.1746319896425518
1,VER,17.0,Red Bull Racing,76.197,3.0,SOFT,1.0159999999999982,2.1449999999999996,1.0479999999999983,17.0,27.1,293.0,1,0.2506741768431614,-1.2100786635304073
0,HAD,17.0,Racing Bulls,76.515,4.0,MEDIUM,0.9909999999999997,2.3550000000000004,1.1809999999999974,17.0,27.1,299.0,2,0.726490945422778,-0.20993573232355675
0,LEC,17.0,Ferrari,76.589,5.0,MEDIUM,1.171999999999997,2.1449999999999996,1.283999999999999,17.0,27.1,293.0,2,0.7675801305332217,-0.5511077050132265
0,RUS,17.0,Mercedes,76.419,6.0,MEDIUM,1.198999999999998,2.0509999999999984,1.1809999999999974,17.0,27.1,304.0,2,0.618277716952458,-0.09751184432836188
0,HAM,17.0,Ferrari,76.179,7.0,MEDIUM,1.2089999999999996,1.8039999999999985,1.1779999999999973,17.0,27.1,297.0,2,0.31818948131840274,-0.3924760502982452
0,LAW,17.0,Racing Bulls,76.675,8.0,MEDIUM,1.3859999999999992,2.062000000000001,1.2389999999999972,17.0,27.1,294.0,2,0.9075108463525982,-0.6217182417685856
0,SAI,17.0,Williams,76.734,9.0,MEDIUM,1.25,2.262999999999998,1.232999999999997,17.0,27.1,300.0,2,0.9818765874985533,-0.300685450014302
0,ALB,17.0,Williams,76.588,10.0,MEDIUM,1.1069999999999993,2.326999999999998,1.1659999999999968,17.0,27.1,308.0,2,0.8347831507797704,0.1118262255473613
1,TSU,17.0,Red Bull Racing,76.957,11.0,SOFT,1.5869999999999997,2.065999999999999,1.315999999999999,17.0,27.1,306.0,1,1.0824800287892067,-0.9489374044787502
0,ANT,17.0,Mercedes,76.97,12.0,MEDIUM,1.6509999999999998,2.1670000000000016,1.163999999999998,17.0,27.1,320.0,2,1.3389182251743859,0.33760422287118363
0,ALO,17.0,Aston Martin,77.024,13.0,MEDIUM,1.5429999999999993,2.3009999999999984,1.1920000000000002,17.0,27.1,316.0,2,1.3845951245134258,0.2213103290978123
0,GAS,17.0,Alpine,77.243,14.0,MEDIUM,1.3859999999999992,2.3470000000000013,1.5219999999999985,17.0,27.1,301.0,2,1.466585799987603,-0.32301372858406896
1,COL,17.0,Alpine,76.799,15.0,SOFT,1.4279999999999973,2.2390000000000008,1.1439999999999984,17.0,27.1,299.0,1,0.9674522796853828,-1.1745624676547024
1,HUL,17.0,Kick Sauber,76.945,16.0,SOFT,1.5169999999999995,2.2689999999999984,1.1709999999999994,17.0,27.1,301.0,1,1.1391732498506673,-1.137014254362515
