kmeans_labels,Driver,LapNumber,Team,LapTime_Sec,Position,Compound,S1_Delta,S2_Delta,S3_Delta,TyreLife,SpeedST,TrackTemp,Compound_Num,pca_x,pca_y
3,TSU,2.0,Red Bull Racing,77.298,11.0,SOFT,2.1799999999999997,2.3520000000000003,0.7779999999999987,2.0,265.0,29.3,1,2.6473772782482743,-3.3540423380565696
3,ANT,2.0,Mercedes,77.453,12.0,MEDIUM,1.875,2.562000000000001,1.0279999999999987,2.0,289.0,29.3,2,2.70062789884455,-2.140629692689786
3,ALO,2.0,Aston Martin,77.305,13.0,MEDIUM,1.7899999999999991,2.245000000000001,1.282,2.0,288.0,29.3,2,2.205227255124945,-1.3499271436623246
3,GAS,2.0,Alpine,77.59,14.0,MEDIUM,2.0489999999999995,2.2059999999999995,1.3469999999999978,2.0,270.0,29.3,2,2.7540897093392585,-1.682318870970554
3,COL,2.0,Alpine,77.627,15.0,SOFT,2.1950000000000003,2.1529999999999987,1.2909999999999968,2.0,273.0,29.3,1,2.845530458704498,-2.190050118502753
3,OCO,2.0,Haas F1 Team,77.655,16.0,HARD,2.253999999999998,2.0569999999999986,1.355999999999998,2.0,293.0,29.3,3,2.907211150887602,-1.3602621769400216
3,HUL,2.0,Kick Sauber,77.546,17.0,SOFT,2.2749999999999986,2.210000000000001,1.0729999999999968,2.0,275.0,29.3,1,2.8772507736117063,-2.730745181653904
3,BOR,2.0,Kick Sauber,77.934,18.0,MEDIUM,2.2270000000000003,2.3200000000000003,1.3989999999999974,2.0,275.0,29.3,2,3.380501870244229,-1.8382771313766886
3,STR,2.0,Aston Martin,77.82,19.0,MEDIUM,2.093,2.347999999999999,1.3909999999999982,2.0,284.0,29.3,2,3.13947012983947,-1.6246064616992213
3,BEA,2.0,Haas F1 Team,76.926,20.0,HARD,1.7479999999999976,1.8099999999999987,1.379999999999999,2.0,292.0,29.3,3,1.4391437367861453,-0.5224837754313092
1,PIA,3.0,McLaren,75.734,1.0,MEDIUM,1.2339999999999982,1.4639999999999986,1.0479999999999983,3.0,288.0,28.9,2,-0.6051241128786804,-0.569494526206211
1,VER,3.0,Red Bull Racing,76.039,2.0,SOFT,1.1129999999999995,1.8279999999999994,1.1099999999999994,3.0,292.0,28.9,1,-0.14289788992294683,-0.7683122695379342
1,NOR,3.0,McLaren,75.994,3.0,MEDIUM,1.0819999999999972,1.8210000000000015,1.102999999999998,3.0,287.0,28.9,2,-0.1790967098662841,-0.5067396079040782
3,HAD,3.0,Racing Bulls,76.629,4.0,MEDIUM,1.439,2.186,1.0159999999999982,3.0,286.0,28.9,2,1.1435275363614674,-1.3689291139490278
3,LEC,3.0,Ferrari,76.295,5.0,MEDIUM,1.5189999999999984,1.9619999999999997,0.825999999999997,3.0,308.0,28.9,2,0.6464705500313108,-1.5059246107383129
3,RUS,3.0,Mercedes,76.576,6.0,MEDIUM,1.7419999999999973,1.9589999999999996,0.8869999999999969,3.0,301.0,28.9,2,1.1701845830536157,-1.7294376589507068
3,HAM,3.0,Ferrari,76.449,7.0,MEDIUM,1.450999999999997,2.125,0.884999999999998,3.0,305.0,28.9,2,0.8840941241862128,-1.4354844703345195
3,LAW,3.0,Racing Bulls,76.709,8.0,MEDIUM,1.5279999999999987,1.9469999999999992,1.2459999999999987,3.0,308.0,28.9,2,1.090686236141835,-0.6989775680675628
3,SAI,3.0,Williams,76.751,9.0,MEDIUM,1.485999999999997,2.184000000000001,1.093,3.0,293.0,28.9,2,1.308674179645282,-1.2193530333836353
3,ALB,3.0,Williams,76.823,10.0,MEDIUM,1.5109999999999992,2.1400000000000006,1.1839999999999975,3.0,304.0,28.9,2,1.3592303587011902,-0.9539779901827273
3,TSU,3.0,Red Bull Racing,76.837,11.0,SOFT,1.6549999999999976,2.2169999999999987,0.9769999999999968,3.0,288.0,28.9,1,1.5557599719662618,-1.9949130291581592
3,ANT,3.0,Mercedes,76.637,12.0,MEDIUM,1.315999999999999,2.3810000000000002,0.9519999999999982,3.0,323.0,28.9,2,1.139971567186909,-1.144745674294757
3,ALO,3.0,Aston Martin,76.875,13.0,MEDIUM,1.596,2.1020000000000003,1.189,3.0,299.0,28.9,2,1.4728147506833895,-1.0707059189385097
3,GAS,3.0,Alpine,76.704,14.0,MEDIUM,1.4100000000000001,2.1679999999999993,1.1379999999999981,3.0,303.0,28.9,2,1.158392320929664,-0.9406852716568697
3,COL,3.0,Alpine,76.743,15.0,SOFT,1.721,1.9789999999999992,1.0549999999999997,3.0,299.0,28.9,1,1.3092475459463015,-1.682925399064362
3,OCO,3.0,Haas F1 Team,77.406,17.0,HARD,2.3329999999999984,1.846,1.2389999999999972,3.0,320.0,28.9,3,2.5528752183087398,-1.294114334309265
3,HUL,3.0,Kick Sauber,76.66,16.0,SOFT,1.6739999999999995,1.8210000000000015,1.1769999999999996,3.0,330.0,28.9,1,1.0032488814774827,-1.023135449279776
3,BOR,3.0,Kick Sauber,78.142,19.0,MEDIUM,1.8200000000000003,2.370000000000001,1.9639999999999986,3.0,314.0,28.9,2,3.2513702320875075,0.0943164197410612
3,STR,3.0,Aston Martin,77.336,18.0,MEDIUM,1.6739999999999995,2.1340000000000003,1.5399999999999991,3.0,301.0,28.9,2,2.068644161357901,-0.4971725940789685
3,BEA,3.0,Haas F1 Team,77.112,20.0,HARD,1.5269999999999975,2.1960000000000015,1.4009999999999998,3.0,303.0,28.9,3,1.774176008889285,-0.3267837420033843
1,PIA,4.0,McLaren,75.46,1.0,MEDIUM,1.1280000000000001,1.2629999999999981,1.0809999999999995,4.0,284.0,28.8,2,-1.1442220586831127,-0.24547877325621498
1,VER,4.0,Red Bull Racing,75.816,2.0,SOFT,0.9770000000000003,1.7860000000000014,1.0649999999999977,4.0,289.0,28.8,1,-0.5284962777852129,-0.6492717716308547
1,NOR,4.0,McLaren,76.04,3.0,MEDIUM,1.1469999999999985,1.9149999999999991,0.9899999999999984,4.0,278.0,28.8,2,0.035857210773653406,-0.9118054882417599
1,HAD,4.0,Racing Bulls,76.077,4.0,MEDIUM,1.193999999999999,1.9899999999999984,0.9049999999999976,4.0,293.0,28.8,2,0.15986786291638688,-1.0550681302856286
3,LEC,4.0,Ferrari,76.342,5.0,MEDIUM,1.6069999999999993,1.9400000000000013,0.8069999999999986,4.0,299.0,28.8,2,0.7907848345441787,-1.6852058209089409
3,RUS,4.0,Mercedes,76.471,6.0,MEDIUM,1.7369999999999983,1.8339999999999996,0.911999999999999,4.0,311.0,28.8,2,0.9514926914443365,-1.4781450432639476
3,HAM,4.0,Ferrari,76.57,7.0,MEDIUM,1.6699999999999982,1.9929999999999986,0.9189999999999969,4.0,294.0,28.8,2,1.1472155466925138,-1.6259720986593689
3,LAW,4.0,Racing Bulls,76.372,8.0,MEDIUM,1.4229999999999983,1.9130000000000003,1.0479999999999983,4.0,310.0,28.8,2,0.6106690057949291,-0.876398029618627
3,SAI,4.0,Williams,76.813,9.0,MEDIUM,1.5279999999999987,2.215,1.0819999999999972,4.0,305.0,28.8,2,1.4384034528530625,-1.1794958439683174
3,ALB,4.0,Williams,76.89,10.0,MEDIUM,1.5700000000000003,2.254999999999999,1.0769999999999982,4.0,307.0,28.8,2,1.5911098295725876,-1.2509105437632289
3,TSU,4.0,Red Bull Racing,77.028,11.0,SOFT,1.6489999999999974,2.465,0.9259999999999984,4.0,283.0,28.8,1,1.9785545070286752,-2.2545076982907006
3,ANT,4.0,Mercedes,77.032,12.0,MEDIUM,1.5009999999999977,2.4299999999999997,1.1129999999999995,4.0,309.0,28.8,2,1.817394861034388,-1.1884986207903698
3,ALO,4.0,Aston Martin,77.125,13.0,MEDIUM,1.471,2.2929999999999993,1.3729999999999976,4.0,302.0,28.8,2,1.7887819758592336,-0.6220486116180308
3,GAS,4.0,Alpine,77.528,14.0,MEDIUM,1.5,2.3889999999999993,1.6509999999999998,4.0,301.0,28.8,2,2.331141219652097,-0.193268945991975
3,COL,4.0,Alpine,77.121,15.0,SOFT,1.6559999999999988,2.222999999999999,1.2539999999999978,4.0,287.0,28.8,1,1.8848219334898333,-1.4433139684942942
3,HUL,4.0,Kick Sauber,77.25,16.0,SOFT,1.6559999999999988,2.247,1.3589999999999982,4.0,302.0,28.8,1,2.0224301989859654,-1.1284772134964711
3,OCO,4.0,Haas F1 Team,77.192,17.0,HARD,1.7029999999999994,2.245000000000001,1.2559999999999967,4.0,295.0,28.8,3,2.093838154997774,-0.8972083295748811
3,STR,4.0,Aston Martin,76.491,18.0,MEDIUM,1.5209999999999972,1.931000000000001,1.0509999999999984,4.0,304.0,28.8,2,0.8557048790121893,-1.057726817187065
3,BOR,4.0,Kick Sauber,77.139,19.0,MEDIUM,1.7999999999999972,2.1709999999999994,1.1799999999999997,4.0,289.0,28.8,2,2.037112294558462,-1.444600058171871
3,BEA,4.0,Haas F1 Team,77.026,20.0,HARD,1.5909999999999975,2.0500000000000007,1.3969999999999985,4.0,302.0,28.8,3,1.6403770689199044,-0.29939198582159315
1,PIA,5.0,McLaren,75.374,1.0,MEDIUM,0.9719999999999978,1.5360000000000014,0.8780000000000001,5.0,287.0,27.8,2,-1.054034736820371,-0.5695755364133109
1,VER,5.0,Red Bull Racing,75.946,2.0,SOFT,1.1189999999999998,1.7379999999999995,1.100999999999999,5.0,292.0,27.8,1,-0.18006435668981322,-0.6868502340097363
1,NOR,5.0,McLaren,75.845,3.0,MEDIUM,0.9559999999999995,1.9519999999999982,0.9489999999999981,5.0,285.0,27.8,2,-0.22129871133479465,-0.6948710464358698
1,HAD,5.0,Racing Bulls,76.0,4.0,MEDIUM,1.0990000000000002,1.9899999999999984,0.9229999999999983,5.0,285.0,27.8,2,0.11314175306241984,-0.9507710157442307
3,LEC,5.0,Ferrari,76.038,5.0,MEDIUM,1.3059999999999974,1.846,0.8979999999999997,5.0,297.0,27.8,2,0.2180665334834603,-1.067607443935237
3,RUS,5.0,Mercedes,76.094,6.0,MEDIUM,1.360999999999997,1.8389999999999986,0.9059999999999988,5.0,311.0,27.8,2,0.3054831641703096,-0.9981734586723958
3,HAM,5.0,Ferrari,76.432,7.0,MEDIUM,1.538999999999998,1.8269999999999982,1.0779999999999994,5.0,291.0,27.8,2,0.8591821705638946,-1.0559241459727509
3,LAW,5.0,Racing Bulls,76.408,8.0,MEDIUM,1.5299999999999976,1.908999999999999,0.9809999999999981,5.0,311.0,27.8,2,0.8624642268296553,-1.1129979312663933
3,SAI,5.0,Williams,76.804,9.0,MEDIUM,1.5859999999999985,1.9740000000000002,1.2559999999999967,5.0,290.0,27.8,2,1.426309192501107,-0.8750996858057144
3,ALB,5.0,Williams,77.083,10.0,MEDIUM,1.5819999999999972,2.344000000000001,1.168999999999997,5.0,293.0,27.8,2,2.018598711117061,-1.2479206316172053
3,TSU,5.0,Red Bull Racing,76.918,11.0,SOFT,1.570999999999998,2.483999999999998,0.875,5.0,294.0,27.8,1,1.9007033897670822,-2.1547356470644834
3,ANT,5.0,Mercedes,77.06,12.0,MEDIUM,1.4259999999999984,2.5790000000000006,1.0670000000000002,5.0,312.0,27.8,2,2.0079149320351655,-1.2340426795352373
3,ALO,5.0,Aston Martin,77.019,13.0,MEDIUM,1.4869999999999983,2.2119999999999997,1.3319999999999972,5.0,314.0,27.8,2,1.7226218048814597,-0.5500920984379237
3,GAS,5.0,Alpine,77.542,15.0,MEDIUM,2.1310000000000002,2.122,1.3009999999999984,5.0,322.0,27.8,2,2.817366085469583,-1.3019895186844967
3,COL,5.0,Alpine,76.606,14.0,SOFT,1.3979999999999997,2.1359999999999992,1.0839999999999996,5.0,325.0,27.8,1,1.073744312163625,-1.0462337749320385
3,HUL,5.0,Kick Sauber,77.351,16.0,SOFT,2.0700000000000003,2.2070000000000007,1.0859999999999985,5.0,302.0,27.8,1,2.609153087375249,-2.1372161240157683
3,OCO,5.0,Haas F1 Team,77.541,17.0,HARD,1.8909999999999982,2.5360000000000014,1.1259999999999977,5.0,293.0,27.8,3,3.0035976616341054,-1.5717024025027617
